"TIME","GEO","SEX","ISCED11","AGE","UNIT","Value"
"2012","Croatia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","15.8"
"2012","Italy","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","44.2"
"2012","Italy","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","55.8"
"2012","Italy","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","41.9"
"2012","Italy","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","13.9"
"2012","Cyprus","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","26.4"
"2012","Cyprus","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","73.6"
"2012","Cyprus","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","38.6"
"2012","Cyprus","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","35.0"
"2012","Latvia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","17.4"
"2012","Latvia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","82.6"
"2012","Latvia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.4"
"2012","Latvia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","25.2"
"2012","Lithuania","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","15.0"
"2012","Lithuania","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","85.0"
"2012","Lithuania","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","56.4"
"2012","Lithuania","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","28.6"
"2012","Luxembourg","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","28.4"
"2012","Luxembourg","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","71.6"
"2012","Luxembourg","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","38.2"
"2012","Luxembourg","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","33.4"
"2012","Hungary","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","23.5"
"2012","Hungary","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","76.5"
"2012","Hungary","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.5"
"2012","Hungary","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","19.0"
"2012","Malta","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","56.9"
"2012","Malta","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","43.1"
"2012","Malta","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","26.5"
"2012","Malta","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","16.6"
"2012","Netherlands","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","30.8"
"2012","Netherlands","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","69.2"
"2012","Netherlands","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","40.6"
"2012","Netherlands","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","28.6"
"2012","Austria","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","22.4"
"2012","Austria","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","77.6"
"2012","Austria","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","60.8"
"2012","Austria","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","16.9"
"2012","Poland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","16.7"
"2012","Poland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","83.3"
"2012","Poland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","61.8"
"2012","Poland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","21.5"
"2012","Portugal","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","61.6"
"2012","Portugal","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","38.4"
"2012","Portugal","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","21.7"
"2012","Portugal","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","16.7"
"2012","Romania","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","29.2"
"2012","Romania","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","70.8"
"2012","Romania","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.3"
"2012","Romania","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","13.5"
"2012","Slovenia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","19.0"
"2012","Slovenia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","81.0"
"2012","Slovenia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","58.0"
"2012","Slovenia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","23.0"
"2012","Slovakia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","15.0"
"2012","Slovakia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","85.0"
"2012","Slovakia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","68.0"
"2012","Slovakia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","17.0"
"2012","Finland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","21.8"
"2012","Finland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","78.2"
"2012","Finland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","45.4"
"2012","Finland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","32.8"
"2012","Sweden","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","23.8"
"2012","Sweden","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","76.2"
"2012","Sweden","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","46.1"
"2012","Sweden","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","30.1"
"2012","Iceland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","36.5"
"2012","Iceland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","63.5"
"2012","Iceland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","35.1"
"2012","Iceland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","28.5"
"2012","Norway","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","24.5"
"2012","Norway","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","75.5"
"2012","Norway","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","42.4"
"2012","Norway","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","33.0"
"2012","Switzerland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","20.4"
"2012","Switzerland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","79.6"
"2012","Switzerland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","49.5"
"2012","Switzerland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","30.1"
"2012","United Kingdom","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","22.2"
"2012","United Kingdom","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","77.8"
"2012","United Kingdom","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","43.1"
"2012","United Kingdom","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","34.6"
"2012","Montenegro","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","21.5"
"2012","Montenegro","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","78.5"
"2012","Montenegro","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","60.9"
"2012","Montenegro","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","17.6"
"2012","North Macedonia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","36.9"
"2012","North Macedonia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","63.1"
"2012","North Macedonia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","47.5"
"2012","North Macedonia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","15.7"
"2012","Serbia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","27.3"
"2012","Serbia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","72.7"
"2012","Serbia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","56.8"
"2012","Serbia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","15.8"
"2012","Turkey","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","68.5"
"2012","Turkey","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","31.5"
"2012","Turkey","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","19.1"
"2012","Turkey","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","12.4"
"2013","European Union - 27 countries (from 2020)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","28.8"
"2013","European Union - 27 countries (from 2020)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","71.2"
"2013","European Union - 27 countries (from 2020)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","47.2"
"2013","European Union - 27 countries (from 2020)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","24.0"
"2013","European Union - 28 countries (2013-2020)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","27.9"
"2013","European Union - 28 countries (2013-2020)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","72.1"
"2013","European Union - 28 countries (2013-2020)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","46.7"
"2013","European Union - 28 countries (2013-2020)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","25.4"
"2013","European Union - 15 countries (1995-2004)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","30.2"
"2013","European Union - 15 countries (1995-2004)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","69.8"
"2013","European Union - 15 countries (1995-2004)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","42.9"
"2013","European Union - 15 countries (1995-2004)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","26.9"
"2013","Euro area - 19 countries  (from 2015)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","31.4"
"2013","Euro area - 19 countries  (from 2015)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","68.6"
"2013","Euro area - 19 countries  (from 2015)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","43.6"
"2013","Euro area - 19 countries  (from 2015)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","25.0"
"2013","Belgium","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","30.4"
"2013","Belgium","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","69.6"
"2013","Belgium","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","38.1"
"2013","Belgium","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","31.5"
"2013","Bulgaria","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","22.1"
"2013","Bulgaria","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","77.9"
"2013","Bulgaria","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","55.7"
"2013","Bulgaria","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","22.2"
"2013","Czechia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","12.9"
"2013","Czechia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","87.1"
"2013","Czechia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","69.0"
"2013","Czechia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","18.1"
"2013","Denmark","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","29.9"
"2013","Denmark","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","70.1"
"2013","Denmark","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","41.2"
"2013","Denmark","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","28.9"
"2013","Germany (until 1990 former territory of the FRG)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","17.7"
"2013","Germany (until 1990 former territory of the FRG)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","82.3"
"2013","Germany (until 1990 former territory of the FRG)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.1"
"2013","Germany (until 1990 former territory of the FRG)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","25.2"
"2013","Estonia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","15.8"
"2013","Estonia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","84.2"
"2013","Estonia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","51.9"
"2013","Estonia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","32.3"
"2013","Ireland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","26.6"
"2013","Ireland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","73.4"
"2013","Ireland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","36.1"
"2013","Ireland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","37.3"
"2013","Greece","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","34.5"
"2013","Greece","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","65.5"
"2013","Greece","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","41.4"
"2013","Greece","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","24.0"
"2013","Spain","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","45.6"
"2013","Spain","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","54.4"
"2013","Spain","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","23.5"
"2013","Spain","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","30.9"
"2013","France","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","28.0"
"2013","France","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","72.0"
"2013","France","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","43.1"
"2013","France","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","28.9"
"2013","Croatia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","22.4"
"2013","Croatia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","77.6"
"2013","Croatia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","60.5"
"2013","Croatia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","17.0"
"2013","Italy","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","43.4"
"2013","Italy","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","56.6"
"2013","Italy","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","42.2"
"2013","Italy","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","14.4"
"2013","Cyprus","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","25.4"
"2013","Cyprus","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","74.6"
"2013","Cyprus","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","39.2"
"2013","Cyprus","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","35.4"
"2013","Latvia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","16.6"
"2013","Latvia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","83.4"
"2013","Latvia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","56.4"
"2013","Latvia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","27.0"
"2013","Lithuania","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","14.4"
"2013","Lithuania","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","85.6"
"2013","Lithuania","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","55.8"
"2013","Lithuania","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","29.8"
"2013","Luxembourg","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","26.1"
"2013","Luxembourg","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","73.9"
"2013","Luxembourg","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","38.6"
"2013","Luxembourg","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","35.2"
"2013","Hungary","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","22.8"
"2013","Hungary","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","77.2"
"2013","Hungary","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.8"
"2013","Hungary","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","19.5"
"2013","Malta","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","54.3"
"2013","Malta","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","45.7"
"2013","Malta","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","27.8"
"2013","Malta","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","17.9"
"2013","Netherlands","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","29.0"
"2013","Netherlands","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","71.0"
"2013","Netherlands","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","41.6"
"2013","Netherlands","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","29.3"
"2013","Austria","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","22.2"
"2013","Austria","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","77.8"
"2013","Austria","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","60.2"
"2013","Austria","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","17.7"
"2013","Poland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","16.1"
"2013","Poland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","83.9"
"2013","Poland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","61.3"
"2013","Poland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","22.6"
"2013","Portugal","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","59.4"
"2013","Portugal","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","40.6"
"2013","Portugal","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","23.0"
"2013","Portugal","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","17.6"
"2013","Romania","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","28.9"
"2013","Romania","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","71.1"
"2013","Romania","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.3"
"2013","Romania","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","13.8"
"2013","Slovenia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","18.5"
"2013","Slovenia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","81.5"
"2013","Slovenia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.1"
"2013","Slovenia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","24.4"
"2013","Slovakia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","14.7"
"2013","Slovakia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","85.3"
"2013","Slovakia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","67.5"
"2013","Slovakia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","17.7"
"2013","Finland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","20.8"
"2013","Finland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","79.2"
"2013","Finland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","45.6"
"2013","Finland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","33.6"
"2013","Sweden","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","22.9"
"2013","Sweden","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","77.1"
"2013","Sweden","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","45.7"
"2013","Sweden","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","31.4"
"2013","Iceland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","35.2"
"2013","Iceland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","64.8"
"2013","Iceland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","35.5"
"2013","Iceland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","29.3"
"2013","Norway","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","23.6"
"2013","Norway","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","76.4"
"2013","Norway","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","42.2"
"2013","Norway","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","34.2"
"2013","Switzerland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","19.6"
"2013","Switzerland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","80.4"
"2013","Switzerland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","48.5"
"2013","Switzerland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","31.9"
"2013","United Kingdom","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","21.7"
"2013","United Kingdom","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","78.3"
"2013","United Kingdom","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","42.7"
"2013","United Kingdom","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","35.6"
"2013","Montenegro","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","21.2"
